问 句	标 准 答 案	学 生 答 案	得分
名 词 解 释 ： 管 制 的 定 义 。	管 制 的 定 义 如 下 ： 使 某 个 数 据 流 不 影 响 其 他 正 常 数 据 流 在 网 络 中 通 过 的 一 种 机 制 。	定 义 如 下 ： 使 某 个 数 据 流 不 影 响 其 他 正 常 数 据 流 在 网 络 中 通 过 的 一 种 机 制 。	10.0
名 词 解 释 ： 管 制 的 定 义 。	管 制 的 定 义 如 下 ： 使 某 个 数 据 流 不 影 响 其 他 正 常 数 据 流 在 网 络 中 通 过 的 一 种 机 制 。	使 某 个 分 组 不 影 响 其 他 正 常 分 组 在 网 络 中 通 过 的 一 种 机 制 。	0.0
名 词 解 释 ： 调 度 的 定 义 。	调 度 的 定 义 如 下 ： 路 由 器 的 队 列 所 采 用 的 排 队 规 则 。	定 义 如 下 ： 路 由 器 的 队 列 所 采 用 的 排 队 规 则 。	10.0
名 词 解 释 ： 调 度 的 定 义 。	调 度 的 定 义 如 下 ： 路 由 器 的 队 列 所 采 用 的 排 队 规 则 。	集 线 器 的 队 列 所 采 用 的 排 队 规 则 。	0.0
名 词 解 释 ： 呼 叫 接 纳 的 定 义 。	呼 叫 接 纳 的 定 义 如 下 ： 数 据 流 要 预 先 声 明 它 所 需 的 服 务 质 量 ， 然 后 或 者 被 准 许 进 入 网 络 ， 或 者 被 拒 绝 进 入 网 络 。	定 义 如 下 ： 数 据 流 要 预 先 声 明 它 所 需 的 服 务 质 量 ， 然 后 或 者 被 准 许 进 入 网 络 ， 或 者 被 拒 绝 进 入 网 络 。	10.0
名 词 解 释 ： 呼 叫 接 纳 的 定 义 。	呼 叫 接 纳 的 定 义 如 下 ： 数 据 流 要 预 先 声 明 它 所 需 的 服 务 质 量 ， 然 后 或 者 被 准 许 进 入 网 络 ， 或 者 被 拒 绝 进 入 网 络 。	数 据 流 要 预 先 请 求 它 所 需 的 资 源 ， 然 后 或 者 被 准 许 调 度 资 源 ， 或 者 被 拒 绝 调 度 资 源 。	0.0
名 词 解 释 ： 平 均 速 率 的 定 义 。	平 均 速 率 的 定 义 如 下 ： 指 在 一 定 的 时 间 间 隔 内 通 过 的 分 组 数 。	定 义 如 下 ： 指 在 一 定 的 时 间 间 隔 内 通 过 的 分 组 数 。	10.0
名 词 解 释 ： 平 均 速 率 的 定 义 。	平 均 速 率 的 定 义 如 下 ： 指 在 一 定 的 时 间 间 隔 内 通 过 的 分 组 数 。	指 在 一 定 的 时 间 间 隔 内 数 据 流 的 流 量 。	0.0
名 词 解 释 ： 峰 值 速 率 的 定 义 。	峰 值 速 率 的 定 义 如 下 ： 限 制 了 数 据 流 在 非 常 短 的 时 间 间 隔 内 的 流 量 。	定 义 如 下 ： 限 制 了 数 据 流 在 非 常 短 的 时 间 间 隔 内 的 流 量 。	10.0
名 词 解 释 ： 峰 值 速 率 的 定 义 。	峰 值 速 率 的 定 义 如 下 ： 限 制 了 数 据 流 在 非 常 短 的 时 间 间 隔 内 的 流 量 。	限 制 了 在 非 常 短 的 时 间 间 隔 内 通 过 的 分 组 数 。	0.0
名 词 解 释 ： 突 发 长 度 的 定 义 。	突 发 长 度 的 定 义 如 下 ： 在 非 常 短 的 时 间 间 隔 内 连 续 注 入 到 网 络 中 的 分 组 数 。	定 义 如 下 ： 在 非 常 短 的 时 间 间 隔 内 连 续 注 入 到 网 络 中 的 分 组 数 。	10.0
名 词 解 释 ： 突 发 长 度 的 定 义 。	突 发 长 度 的 定 义 如 下 ： 在 非 常 短 的 时 间 间 隔 内 连 续 注 入 到 网 络 中 的 分 组 数 。	数 据 流 在 非 常 短 的 时 间 间 隔 内 连 续 注 入 到 网 络 中 的 流 量 。	0.0
名 词 解 释 ： 接 纳 控 制 的 定 义 。	接 纳 控 制 的 定 义 如 下 ： 用 来 决 定 是 否 同 意 对 某 一 资 源 的 请 求 。	定 义 如 下 ： 用 来 决 定 是 否 同 意 对 某 一 资 源 的 请 求 。	10.0
名 词 解 释 ： 接 纳 控 制 的 定 义 。	接 纳 控 制 的 定 义 如 下 ： 用 来 决 定 是 否 同 意 对 某 一 资 源 的 请 求 。	用 来 决 定 是 否 同 意 对 某 一 服 务 的 请 求 。	0.0
名 词 解 释 ： 分 类 器 的 定 义 。	分 类 器 的 定 义 如 下 ： 用 来 将 进 入 路 由 器 的 分 组 进 行 分 类 ， 并 根 据 分 类 的 结 果 将 不 同 类 别 的 分 组 放 入 特 定 的 队 列 。	定 义 如 下 ： 用 来 将 进 入 路 由 器 的 分 组 进 行 分 类 ， 并 根 据 分 类 的 结 果 将 不 同 类 别 的 分 组 放 入 特 定 的 队 列 。	10.0
名 词 解 释 ： 分 类 器 的 定 义 。	分 类 器 的 定 义 如 下 ： 用 来 将 进 入 路 由 器 的 分 组 进 行 分 类 ， 并 根 据 分 类 的 结 果 将 不 同 类 别 的 分 组 放 入 特 定 的 队 列 。	用 来 将 进 入 链 路 的 分 组 进 行 分 类 ， 并 根 据 分 类 的 结 果 决 定 分 组 发 送 的 前 后 顺 序 。	0.0
名 词 解 释 ： 调 度 器 的 定 义 。	调 度 器 的 定 义 如 下 ： 根 据 服 务 质 量 要 求 决 定 分 组 发 送 的 前 后 顺 序 。	定 义 如 下 ： 根 据 服 务 质 量 要 求 决 定 分 组 发 送 的 前 后 顺 序 。	10.0
名 词 解 释 ： 调 度 器 的 定 义 。	调 度 器 的 定 义 如 下 ： 根 据 服 务 质 量 要 求 决 定 分 组 发 送 的 前 后 顺 序 。	根 据 分 类 的 结 果 将 不 同 类 别 的 分 组 放 入 特 定 的 队 列 。	0.0
名 词 解 释 ： 资 源 预 留 协 议 R S V P 的 定 义 。	资 源 预 留 协 议 R S V P 的 定 义 如 下 ： 一 种 提 供 预 留 设 置 和 控 制 以 实 现 综 合 服 务 的 协 议 ， 为 每 一 个 流 预 留 必 要 的 资 源 ， 不 断 更 新 通 信 量 控 制 数 据 库 ， 是 所 有 Q o S 协 议 中 最 复 杂 的 。	定 义 如 下 ： 一 种 提 供 预 留 设 置 和 控 制 以 实 现 综 合 服 务 的 协 议 ， 为 每 一 个 流 预 留 必 要 的 资 源 ， 不 断 更 新 通 信 量 控 制 数 据 库 ， 是 所 有 Q o S 协 议 中 最 复 杂 的 。	10.0
名 词 解 释 ： 资 源 预 留 协 议 R S V P 的 定 义 。	资 源 预 留 协 议 R S V P 的 定 义 如 下 ： 一 种 提 供 预 留 设 置 和 控 制 以 实 现 综 合 服 务 的 协 议 ， 为 每 一 个 流 预 留 必 要 的 资 源 ， 不 断 更 新 通 信 量 控 制 数 据 库 ， 是 所 有 Q o S 协 议 中 最 复 杂 的 。	一 种 提 供 预 留 设 置 和 控 制 以 确 保 服 务 质 量 的 协 议 ， 为 每 一 个 分 组 预 留 必 要 的 资 源 ， 不 断 更 新 分 组 数 控 制 数 据 库 ， 是 所 有 Q o S 协 议 中 最 简 单 的 。	0.0
名 词 解 释 ： 行 为 的 定 义 。	行 为 的 定 义 如 下 ： 指 在 转 发 分 组 时 路 由 器 对 分 组 是 怎 样 处 理 的 。	定 义 如 下 ： 指 在 转 发 分 组 时 路 由 器 对 分 组 是 怎 样 处 理 的 。	10.0
名 词 解 释 ： 行 为 的 定 义 。	行 为 的 定 义 如 下 ： 指 在 转 发 分 组 时 路 由 器 对 分 组 是 怎 样 处 理 的 。	指 在 转 发 数 据 帧 时 路 由 器 对 数 据 帧 是 怎 样 处 理 的 。	0.0
名 词 解 释 ： 每 跳 的 定 义 。	每 跳 的 定 义 如 下 ： 强 调 这 里 所 说 的 行 为 只 涉 及 到 本 路 由 器 转 发 的 这 一 跳 的 行 为 ， 而 下 一 个 路 由 器 再 怎 样 处 理 则 与 本 路 由 器 的 处 理 无 关 。	定 义 如 下 ： 强 调 这 里 所 说 的 行 为 只 涉 及 到 本 路 由 器 转 发 的 这 一 跳 的 行 为 ， 而 下 一 个 路 由 器 再 怎 样 处 理 则 与 本 路 由 器 的 处 理 无 关 。	10.0
名 词 解 释 ： 每 跳 的 定 义 。	每 跳 的 定 义 如 下 ： 强 调 这 里 所 说 的 行 为 只 涉 及 到 本 路 由 器 转 发 的 这 一 跳 的 行 为 ， 而 下 一 个 路 由 器 再 怎 样 处 理 则 与 本 路 由 器 的 处 理 无 关 。	强 调 这 里 所 说 的 行 为 涉 及 到 本 路 由 器 转 发 的 这 一 跳 的 行 为 ， 而 且 下 一 个 路 由 器 如 何 处 理 也 与 本 路 由 器 的 处 理 有 关 。	5.0
名 词 解 释 ： E F 的 定 义 。	E F 的 定 义 如 下 ： 指 明 离 开 一 个 路 由 器 的 通 信 量 的 数 据 率 必 须 等 于 或 大 于 某 一 数 值 。	定 义 如 下 ： 指 明 离 开 一 个 路 由 器 的 通 信 量 的 数 据 率 必 须 等 于 或 大 于 某 一 数 值 。	10.0
名 词 解 释 ： E F 的 定 义 。	E F 的 定 义 如 下 ： 指 明 离 开 一 个 路 由 器 的 通 信 量 的 数 据 率 必 须 等 于 或 大 于 某 一 数 值 。	指 明 离 开 一 个 路 由 器 的 通 信 量 的 数 据 率 必 须 小 于 某 一 数 值 。	0.0
名 词 解 释 ： E F   P H B 的 定 义 。	E F   P H B 的 定 义 如 下 ： 用 来 构 造 通 过 D S 域 的 一 个 低 丢 失 、 低 时 延 、 低 时 延 抖 动 、 确 保 带 宽 的 端 到 端 服 务 ， 可 用 于 实 时 应 用 。	定 义 如 下 ： 用 来 构 造 通 过 D S 域 的 一 个 低 丢 失 、 低 时 延 、 低 时 延 抖 动 、 确 保 带 宽 的 端 到 端 服 务 ， 可 用 于 实 时 应 用 。	10.0
名 词 解 释 ： E F   P H B 的 定 义 。	E F   P H B 的 定 义 如 下 ： 用 来 构 造 通 过 D S 域 的 一 个 低 丢 失 、 低 时 延 、 低 时 延 抖 动 、 确 保 带 宽 的 端 到 端 服 务 ， 可 用 于 实 时 应 用 。	用 来 构 造 通 过 D S 域 的 一 个 高 质 量 、 高 效 率 、 高 稳 定 性 、 确 保 性 能 的 端 到 端 服 务 ， 可 用 于 等 时 应 用 。	0.0
名 词 解 释 ： A F 的 定 义 。	A F 的 定 义 如 下 ： 用 D S C P 的 比 特 0 - 2 将 通 信 量 划 分 为 4 个 等 级 ， 并 给 每 一 种 等 级 提 供 最 低 数 量 的 带 宽 和 缓 存 空 间 。 对 于 其 中 的 每 一 个 等 级 再 用 D S C P 的 比 特 3 - 5 划 分 出 3 个 丢 弃 优 先 级 。 当 发 生 网 络 拥 塞 时 ， 对 于 每 一 个 等 级 的 A F 路 由 器 将 按 照 丢 弃 优 先 级 分 别 丢 弃 分 组 。	定 义 如 下 ： 用 D S C P 的 比 特 0 - 2 将 通 信 量 划 分 为 4 个 等 级 ， 并 给 每 一 种 等 级 提 供 最 低 数 量 的 带 宽 和 缓 存 空 间 。 对 于 其 中 的 每 一 个 等 级 再 用 D S C P 的 比 特 3 - 5 划 分 出 3 个 丢 弃 优 先 级 。 当 发 生 网 络 拥 塞 时 ， 对 于 每 一 个 等 级 的 A F 路 由 器 将 按 照 丢 弃 优 先 级 分 别 丢 弃 分 组 。	10.0
名 词 解 释 ： A F 的 定 义 。	A F 的 定 义 如 下 ： 用 D S C P 的 比 特 0 - 2 将 通 信 量 划 分 为 4 个 等 级 ， 并 给 每 一 种 等 级 提 供 最 低 数 量 的 带 宽 和 缓 存 空 间 。 对 于 其 中 的 每 一 个 等 级 再 用 D S C P 的 比 特 3 - 5 划 分 出 3 个 丢 弃 优 先 级 。 当 发 生 网 络 拥 塞 时 ， 对 于 每 一 个 等 级 的 A F 路 由 器 将 按 照 丢 弃 优 先 级 分 别 丢 弃 分 组 。	用 D S C P 的 比 特 3 - 5 将 通 信 量 划 分 为 4 个 等 级 ， 并 给 每 一 种 等 级 提 供 最 高 数 量 的 带 宽 和 缓 存 空 间 。 对 于 其 中 的 每 一 个 等 级 再 用 D S C P 的 比 特 0 - 2 划 分 出 3 个 丢 弃 优 先 级 。 当 发 生 网 络 差 错 时 ， 对 于 每 一 个 等 级 的 A F 路 由 器 将 按 照 丢 弃 优 先 级 分 别 丢 弃 分 组 。	2.0
名 词 解 释 ： A F   P H B 的 定 义 。	A F   P H B 的 定 义 如 下 ： 适 用 于 需 要 速 率 保 证 ， 但 不 需 要 延 迟 、 抖 动 限 制 的 流 量 。	定 义 如 下 ： 适 用 于 需 要 速 率 保 证 ， 但 不 需 要 延 迟 、 抖 动 限 制 的 流 量 。	10.0
名 词 解 释 ： A F   P H B 的 定 义 。	A F   P H B 的 定 义 如 下 ： 适 用 于 需 要 速 率 保 证 ， 但 不 需 要 延 迟 、 抖 动 限 制 的 流 量 。	适 用 于 需 要 质 量 保 证 ， 但 不 需 要 效 率 、 稳 定 性 限 制 的 流 量 。	0.0
名 词 解 释 ： M P L S 的 定 义 。	M P L S 的 定 义 如 下 ： 基 于 标 记 的 I P 路 由 选 择 方 法 。 这 些 标 记 可 用 来 代 表 逐 跳 式 路 由 ， 指 明 服 务 质 量 、 虚 拟 专 网 ， 以 及 影 响 一 种 特 定 类 型 的 流 量 。	定 义 如 下 ： 基 于 标 记 的 I P 路 由 选 择 方 法 。 这 些 标 记 可 用 来 代 表 逐 跳 式 路 由 ， 指 明 服 务 质 量 、 虚 拟 专 网 ， 以 及 影 响 一 种 特 定 类 型 的 流 量 。	10.0
名 词 解 释 ： M P L S 的 定 义 。	M P L S 的 定 义 如 下 ： 基 于 标 记 的 I P 路 由 选 择 方 法 。 这 些 标 记 可 用 来 代 表 逐 跳 式 路 由 ， 指 明 服 务 质 量 、 虚 拟 专 网 ， 以 及 影 响 一 种 特 定 类 型 的 流 量 。	基 于 标 记 的 I P 路 由 选 择 方 法 。 这 些 标 记 可 用 来 代 表 显 式 路 由 ， 指 明 服 务 性 能 、 居 民 接 入 网 ， 以 及 在 网 络 上 的 传 输 方 式 。	2.0
名 词 解 释 ： 标 记 对 换 技 术 的 定 义 。	标 记 对 换 技 术 的 定 义 如 下 ： 标 记 对 换 技 术 是 一 种 用 于 网 络 层 信 息 包 转 发 的 新 方 法 。 在 M P L S 网 络 中 采 用 了 这 种 标 记 对 换 技 术 ， 虚 拟 专 用 网 也 可 以 采 用 标 记 对 换 技 术 。	定 义 如 下 ： 标 记 对 换 技 术 是 一 种 用 于 网 络 层 信 息 包 转 发 的 新 方 法 。 在 M P L S 网 络 中 采 用 了 这 种 标 记 对 换 技 术 ， 虚 拟 专 用 网 也 可 以 采 用 标 记 对 换 技 术 。	10.0
名 词 解 释 ： 标 记 对 换 技 术 的 定 义 。	标 记 对 换 技 术 的 定 义 如 下 ： 标 记 对 换 技 术 是 一 种 用 于 网 络 层 信 息 包 转 发 的 新 方 法 。 在 M P L S 网 络 中 采 用 了 这 种 标 记 对 换 技 术 ， 虚 拟 专 用 网 也 可 以 采 用 标 记 对 换 技 术 。	标 记 对 换 技 术 是 一 种 用 于 网 络 层 分 组 转 发 的 新 方 法 。 在 居 民 接 入 网 中 采 用 了 这 种 标 记 对 换 技 术 ， 公 用 电 话 网 也 可 以 采 用 标 记 对 换 技 术 。	0.0
名 词 解 释 ： 显 式 路 由 选 择 的 定 义 。	显 式 路 由 选 择 的 定 义 如 下 ： 指 由 入 口 L S R 来 确 定 分 组 在 进 入 M P L S 域 以 后 的 转 发 路 径 的 工 作 方 式 。 M P L S 使 用 显 式 路 由 选 择 便 可 以 灵 活 选 择 一 条 低 延 迟 、 安 全 的 路 径 来 传 输 数 据 ， 从 而 满 足 了 用 户 的 应 用 需 求 服 务 ， 可 以 提 供 一 致 的 可 预 计 的 数 据 交 付 服 务 。	定 义 如 下 ： 指 由 入 口 L S R 来 确 定 分 组 在 进 入 M P L S 域 以 后 的 转 发 路 径 的 工 作 方 式 。 M P L S 使 用 显 式 路 由 选 择 便 可 以 灵 活 选 择 一 条 低 延 迟 、 安 全 的 路 径 来 传 输 数 据 ， 从 而 满 足 了 用 户 的 应 用 需 求 服 务 ， 可 以 提 供 一 致 的 可 预 计 的 数 据 交 付 服 务 。	10.0
名 词 解 释 ： 显 式 路 由 选 择 的 定 义 。	显 式 路 由 选 择 的 定 义 如 下 ： 指 由 入 口 L S R 来 确 定 分 组 在 进 入 M P L S 域 以 后 的 转 发 路 径 的 工 作 方 式 。 M P L S 使 用 显 式 路 由 选 择 便 可 以 灵 活 选 择 一 条 低 延 迟 、 安 全 的 路 径 来 传 输 数 据 ， 从 而 满 足 了 用 户 的 应 用 需 求 服 务 ， 可 以 提 供 一 致 的 可 预 计 的 数 据 交 付 服 务 。	指 由 出 口 L S R 来 确 定 分 组 在 进 入 M P L S 域 以 后 的 转 发 路 径 的 工 作 方 式 。 M P L S 使 用 显 式 路 由 选 择 便 可 以 灵 活 选 择 一 条 低 抖 动 、 高 效 的 路 径 来 传 输 数 据 ， 从 而 满 足 了 用 户 的 应 用 需 求 服 务 ， 可 以 保 证 对 特 定 流 的 Q o S 需 求 。	2.0
名 词 解 释 ： R A N 的 定 义 。	R A N 的 定 义 如 下 ： 在 居 民 家 中 的 电 话 、 计 算 机 、 电 视 机 与 三 网 中 的 宽 带 主 干 网 之 间 的 一 个 中 间 网 络 ， 它 起 到 接 口 作 用 ， 目 的 是 使 用 户 能 够 方 便 和 经 济 地 享 用 各 种 宽 带 业 务 。	定 义 如 下 ： 在 居 民 家 中 的 电 话 、 计 算 机 、 电 视 机 与 三 网 中 的 宽 带 主 干 网 之 间 的 一 个 中 间 网 络 ， 它 起 到 接 口 作 用 ， 目 的 是 使 用 户 能 够 方 便 和 经 济 地 享 用 各 种 宽 带 业 务 。	10.0
名 词 解 释 ： R A N 的 定 义 。	R A N 的 定 义 如 下 ： 在 居 民 家 中 的 电 话 、 计 算 机 、 电 视 机 与 三 网 中 的 宽 带 主 干 网 之 间 的 一 个 中 间 网 络 ， 它 起 到 接 口 作 用 ， 目 的 是 使 用 户 能 够 方 便 和 经 济 地 享 用 各 种 宽 带 业 务 。	基 于 普 通 电 话 线 的 宽 带 接 入 技 术 ， 实 现 了 在 同 一 铜 线 上 分 别 传 送 数 据 和 语 音 信 号 ， 而 数 据 信 号 并 不 通 过 电 话 交 换 机 ， 从 而 减 轻 了 交 换 机 负 载 。 用 户 无 需 拨 号 且 一 直 在 线 。	0.0
名 词 解 释 ： D S L 的 定 义 。	D S L 的 定 义 如 下 ： 基 于 普 通 电 话 线 的 宽 带 接 入 技 术 ， 实 现 了 在 同 一 铜 线 上 分 别 传 送 数 据 和 语 音 信 号 ， 而 数 据 信 号 并 不 通 过 电 话 交 换 机 ， 从 而 减 轻 了 交 换 机 负 载 。 用 户 无 需 拨 号 且 一 直 在 线 。	定 义 如 下 ： 基 于 普 通 电 话 线 的 宽 带 接 入 技 术 ， 实 现 了 在 同 一 铜 线 上 分 别 传 送 数 据 和 语 音 信 号 ， 而 数 据 信 号 并 不 通 过 电 话 交 换 机 ， 从 而 减 轻 了 交 换 机 负 载 。 用 户 无 需 拨 号 且 一 直 在 线 。	10.0
名 词 解 释 ： D S L 的 定 义 。	D S L 的 定 义 如 下 ： 基 于 普 通 电 话 线 的 宽 带 接 入 技 术 ， 实 现 了 在 同 一 铜 线 上 分 别 传 送 数 据 和 语 音 信 号 ， 而 数 据 信 号 并 不 通 过 电 话 交 换 机 ， 从 而 减 轻 了 交 换 机 负 载 。 用 户 无 需 拨 号 且 一 直 在 线 。	在 居 民 家 中 的 电 话 、 计 算 机 、 电 视 机 与 三 网 中 的 宽 带 主 干 网 之 间 的 一 个 中 间 网 络 ， 它 起 到 接 口 作 用 ， 目 的 是 使 用 户 能 够 方 便 和 经 济 地 享 用 各 种 宽 带 业 务 。	0.0
