问 句	标 准 答 案	学 生 答 案	得分
浏 览 器 有 哪 些 安 全 特 性 ?	浏 览 器 的 安 全 特 性 如 下 ： 如 何 保 护 好 自 己 的 计 算 机 ； 如 何 检 验 站 点 的 真 实 性 ； 如 何 避 免 别 人 假 冒 自 己 的 身 份 在 因 特 网 中 活 动 ； 在 于 W e b 站 点 交 互 敏 感 信 息 时 如 何 避 免 第 三 方 偷 看 或 篡 改 。	浏 览 器 的 安 全 特 性 ： 如 何 保 护 好 自 己 的 计 算 机 ； 如 何 检 验 站 点 的 真 实 性 ； 如 何 避 免 别 人 假 冒 自 己 的 身 份 在 因 特 网 中 活 动 ； 在 于 W e b 站 点 交 互 敏 感 信 息 时 如 何 避 免 第 三 方 偷 看 或 篡 改 。	10.0
浏 览 器 有 哪 些 安 全 特 性 ?	浏 览 器 的 安 全 特 性 如 下 ： 如 何 保 护 好 自 己 的 计 算 机 ； 如 何 检 验 站 点 的 真 实 性 ； 如 何 避 免 别 人 假 冒 自 己 的 身 份 在 因 特 网 中 活 动 ； 在 于 W e b 站 点 交 互 敏 感 信 息 时 如 何 避 免 第 三 方 偷 看 或 篡 改 。	如 何 保 护 好 网 络 的 重 要 资 源 ； 如 何 认 证 交 互 双 方 的 安 全 性 ； 如 何 避 免 信 息 在 传 输 途 中 被 窃 听 截 获 ； 在 于 W e b 站 点 交 互 敏 感 信 息 时 如 何 避 免 第 三 方 偷 看 或 篡 改 。	2.5
简 述 W e b 站 点 的 访 问 控 制 。	W e b 站 点 的 访 问 控 制 是 ： I P 地 址 限 制 、 用 户 验 证 、 W e b 权 限 、 N T F S 权 限 。	W e b 站 点 的 4 级 访 问 控 制 包 括 ： I P 地 址 限 制 、 用 户 验 证 、 W e b 权 限 、 N T F S 权 限 。	10.0
简 述 W e b 站 点 的 访 问 控 制 。	W e b 站 点 的 访 问 控 制 是 ： I P 地 址 限 制 、 用 户 验 证 、 W e b 权 限 、 N T F S 权 限 。	W e b 权 限 、 N T F S 权 限 、 I P 地 址 限 制 、 用 户 验 证 。	10.0
W e b 站 点 与 浏 览 器 的 安 全 通 信 的 组 成 部 分 是 什 么 ？	W e b 站 点 与 浏 览 器 的 安 全 通 信 的 三 大 组 成 部 分 ： W e b 站 点 验 证 客 户 身 份 、 浏 览 器 验 证 W e b 站 点 的 真 实 性 、 W e b 站 点 与 浏 览 器 之 间 信 息 的 加 密 传 输 。	W e b 站 点 与 浏 览 器 的 安 全 通 信 的 组 成 ： W e b 站 点 验 证 客 户 身 份 、 浏 览 器 验 证 W e b 站 点 的 真 实 性 、 W e b 站 点 与 浏 览 器 之 间 信 息 的 加 密 传 输 。	10.0
W e b 站 点 与 浏 览 器 的 安 全 通 信 的 组 成 部 分 是 什 么 ？	W e b 站 点 与 浏 览 器 的 安 全 通 信 的 三 大 组 成 部 分 ： W e b 站 点 验 证 客 户 身 份 、 浏 览 器 验 证 W e b 站 点 的 真 实 性 、 W e b 站 点 与 浏 览 器 之 间 信 息 的 加 密 传 输 。	浏 览 器 验 证 W e b 站 点 的 真 实 性 、 W e b 站 点 与 浏 览 器 之 间 信 息 的 加 密 传 输 、 W e b 站 点 验 证 客 户 身 份 。	10.0
站 点 内 容 和 页 面 的 策 划 应 注 意 哪 些 问 题 ？	站 点 内 容 和 页 面 的 策 划 应 注 意 如 下 几 个 问 题 ： 精 炼 网 站 内 容 ； 精 心 设 计 网 页 版 面 ； 建 立 与 网 民 的 交 互 空 间 ； 点 缀 行 业 及 其 他 信 息 ； 收 集 统 计 信 息 。	站 点 内 容 和 页 面 的 策 划 ： 精 炼 网 站 内 容 ； 精 心 设 计 网 页 版 面 ； 建 立 与 网 民 的 交 互 空 间 ； 点 缀 行 业 及 其 他 信 息 ； 收 集 统 计 信 息 。	10.0
站 点 内 容 和 页 面 的 策 划 应 注 意 哪 些 问 题 ？	站 点 内 容 和 页 面 的 策 划 应 注 意 如 下 几 个 问 题 ： 精 炼 网 站 内 容 ； 精 心 设 计 网 页 版 面 ； 建 立 与 网 民 的 交 互 空 间 ； 点 缀 行 业 及 其 他 信 息 ； 收 集 统 计 信 息 。	加 强 网 站 管 理 ； 优 化 网 页 排 版 ； 管 理 维 护 网 民 的 反 馈 信 息 ； 点 缀 行 业 及 其 他 信 息 ； 记 录 故 障 信 息 。	2.0
站 点 推 广 的 常 用 方 法 有 哪 几 种 ？	站 点 推 广 的 五 个 常 用 方 法 ： 利 用 传 统 方 式 推 广 网 站 、 利 用 搜 索 引 擎 推 广 网 站 、 利 用 旗 帜 广 告 扩 大 网 站 的 影 响 面 、 利 用 电 子 邮 件 宣 传 网 站 、 将 网 站 延 伸 到 其 他 网 站 。	站 点 推 广 的 常 用 方 法 ： 利 用 传 统 方 式 推 广 网 站 、 利 用 搜 索 引 擎 推 广 网 站 、 利 用 旗 帜 广 告 扩 大 网 站 的 影 响 面 、 利 用 电 子 邮 件 宣 传 网 站 、 将 网 站 延 伸 到 其 他 网 站 。	10.0
站 点 推 广 的 常 用 方 法 有 哪 几 种 ？	站 点 推 广 的 五 个 常 用 方 法 ： 利 用 传 统 方 式 推 广 网 站 、 利 用 搜 索 引 擎 推 广 网 站 、 利 用 旗 帜 广 告 扩 大 网 站 的 影 响 面 、 利 用 电 子 邮 件 宣 传 网 站 、 将 网 站 延 伸 到 其 他 网 站 。	利 用 传 统 方 式 推 广 网 站 、 利 用 旗 帜 广 告 扩 大 网 站 的 影 响 面 、 利 用 搜 索 引 擎 推 广 网 站 、 将 网 站 延 伸 到 其 他 网 站 、 利 用 电 子 邮 件 宣 传 网 站 。	10.0
简 述 网 上 购 物 的 步 骤 。	网 上 购 物 的 步 骤 如 下 ： 在 线 浏 览 与 选 择 商 品 、 填 写 订 购 单 、 选 择 支 付 方 式 。	网 上 购 物 的 步 骤 ： 在 线 浏 览 与 选 择 商 品 、 填 写 订 购 单 、 选 择 支 付 方 式 。	10.0
简 述 网 上 购 物 的 步 骤 。	网 上 购 物 的 步 骤 如 下 ： 在 线 浏 览 与 选 择 商 品 、 填 写 订 购 单 、 选 择 支 付 方 式 。	在 线 搜 索 与 确 定 商 品 、 确 认 交 易 单 、 选 择 支 付 方 式 。	3.0
数 据 通 信 网 有 哪 些 特 点 ?	数 据 通 信 网 的 四 大 特 点 ： 适 应 大 容 量 与 突 发 性 通 信 的 要 求 、 适 应 综 合 业 务 服 务 的 要 求 、 开 放 设 备 接 口 与 规 范 化 的 协 议 、 完 善 的 通 信 服 务 与 网 络 管 理 。	数 据 通 信 网 的 特 点 ： 适 应 大 容 量 与 突 发 性 通 信 的 要 求 、 适 应 综 合 业 务 服 务 的 要 求 、 开 放 设 备 接 口 与 规 范 化 的 协 议 、 完 善 的 通 信 服 务 与 网 络 管 理 。	10.0
数 据 通 信 网 有 哪 些 特 点 ?	数 据 通 信 网 的 四 大 特 点 ： 适 应 大 容 量 与 突 发 性 通 信 的 要 求 、 适 应 综 合 业 务 服 务 的 要 求 、 开 放 设 备 接 口 与 规 范 化 的 协 议 、 完 善 的 通 信 服 务 与 网 络 管 理 。	开 放 设 备 接 口 与 规 范 化 的 协 议 、 完 善 的 通 信 服 务 与 网 络 管 理 、 适 应 大 容 量 与 突 发 性 通 信 的 要 求 、 适 应 综 合 业 务 服 务 的 要 求 。	10.0
简 述 宽 带 I S D N 的 目 标 。	宽 带 I S D N 的 目 标 主 要 有 ： 提 供 一 个 在 世 界 范 围 内 协 调 一 致 的 数 字 通 信 网 络 ； 支 持 各 种 通 信 服 务 ； 为 在 通 信 网 络 之 间 进 行 数 字 传 输 提 供 完 整 的 标 准 ； 提 供 一 个 标 准 用 户 接 口 ； 使 通 信 网 络 内 部 的 变 化 对 终 端 用 户 是 透 明 的 。	宽 带 I S D N 的 目 标 ： 提 供 一 个 在 世 界 范 围 内 协 调 一 致 的 数 字 通 信 网 络 ； 支 持 各 种 通 信 服 务 ； 为 在 通 信 网 络 之 间 进 行 数 字 传 输 提 供 完 整 的 标 准 ； 提 供 一 个 标 准 用 户 接 口 ； 使 通 信 网 络 内 部 的 变 化 对 终 端 用 户 是 透 明 的 。	10.0
简 述 宽 带 I S D N 的 目 标 。	宽 带 I S D N 的 目 标 主 要 有 ： 提 供 一 个 在 世 界 范 围 内 协 调 一 致 的 数 字 通 信 网 络 ； 支 持 各 种 通 信 服 务 ； 为 在 通 信 网 络 之 间 进 行 数 字 传 输 提 供 完 整 的 标 准 ； 提 供 一 个 标 准 用 户 接 口 ； 使 通 信 网 络 内 部 的 变 化 对 终 端 用 户 是 透 明 的 。	在 不 同 国 家 采 用 相 同 的 标 准 ； 支 持 各 种 协 议 标 准 ； 为 在 通 信 实 体 之 间 进 行 信 息 传 输 提 供 规 范 的 协 议 ； 使 通 信 网 络 内 部 的 变 化 对 终 端 用 户 是 透 明 的 ； 提 供 一 个 标 准 用 户 接 口 。	4.0
简 述 R B B 的 组 成 。	R B B 的 组 成 部 分 如 下 ： 业 务 提 供 者 、 传 送 网 、 接 入 网 、 家 庭 网 。	R B B 的 组 成 ： 业 务 提 供 者 、 传 送 网 、 接 入 网 、 家 庭 网 。	10.0
简 述 R B B 的 组 成 。	R B B 的 组 成 部 分 如 下 ： 业 务 提 供 者 、 传 送 网 、 接 入 网 、 家 庭 网 。	业 务 提 供 者 、 物 理 网 、 逻 辑 网 、 个 人 网 。	2.5
简 述 R B B 的 主 要 技 术 。	R B B 有 如 下 三 种 主 要 的 技 术 ： 基 于 电 信 网 络 的 数 字 用 户 线 路 ； 在 有 线 电 视 网 上 传 输 宽 带 数 据 ； 计 算 机 网 络 。	R B B 的 技 术 ： 基 于 电 信 网 络 的 数 字 用 户 线 路 ； 在 有 线 电 视 网 上 传 输 宽 带 数 据 ； 计 算 机 网 络 。	10.0
简 述 R B B 的 主 要 技 术 。	R B B 有 如 下 三 种 主 要 的 技 术 ： 基 于 电 信 网 络 的 数 字 用 户 线 路 ； 在 有 线 电 视 网 上 传 输 宽 带 数 据 ； 计 算 机 网 络 。	基 于 电 信 网 络 的 数 字 用 户 线 路 ； 在 数 据 链 路 上 传 输 比 特 流 ； 高 速 以 太 网 。	3.0
宽 带 网 络 的 基 本 技 术 是 什 么 ？	宽 带 网 络 的 三 类 基 本 技 术 ： 传 输 技 术 、 交 换 技 术 、 接 入 技 术 。	宽 带 网 络 的 基 本 技 术 ： 传 输 技 术 、 交 换 技 术 、 接 入 技 术 。	10.0
宽 带 网 络 的 基 本 技 术 是 什 么 ？	宽 带 网 络 的 三 类 基 本 技 术 ： 传 输 技 术 、 交 换 技 术 、 接 入 技 术 。	接 入 技 术 、 交 换 技 术 、 传 输 技 术 。	10.0
简 述 光 纤 通 信 系 统 的 组 成 。	光 纤 通 信 系 统 的 组 成 如 下 ： 电 发 射 端 机 、 光 发 射 端 机 、 光 纤 、 中 继 放 大 器 、 光 接 收 端 机 。	光 纤 通 信 系 统 的 组 成 ： 电 发 射 端 机 、 光 发 射 端 机 、 光 纤 、 中 继 放 大 器 、 光 接 收 端 机 。	10.0
简 述 光 纤 通 信 系 统 的 组 成 。	光 纤 通 信 系 统 的 组 成 如 下 ： 电 发 射 端 机 、 光 发 射 端 机 、 光 纤 、 中 继 放 大 器 、 光 接 收 端 机 。	数 字 交 叉 连 接 设 备 、 分 插 复 用 器 、 光 纤 、 终 端 复 用 器 、 电 接 收 端 机 。	2.0
X . 2 5 协 议 使 用 哪 些 技 术 ？	X . 2 5 协 议 使 用 如 下 四 种 技 术 ： 虚 电 路 技 术 、 多 路 复 用 技 术 、 差 错 控 制 技 术 、 流 量 控 制 技 术 。	X . 2 5 协 议 使 用 如 下 四 种 技 术 ： 虚 电 路 技 术 、 多 路 复 用 技 术 、 差 错 控 制 技 术 、 流 量 控 制 技 术 。	10.0
X . 2 5 协 议 使 用 哪 些 技 术 ？	X . 2 5 协 议 使 用 如 下 四 种 技 术 ： 虚 电 路 技 术 、 多 路 复 用 技 术 、 差 错 控 制 技 术 、 流 量 控 制 技 术 。	X . 2 5 协 议 使 用 如 下 四 种 技 术 ： 虚 电 路 技 术 、 多 路 复 用 技 术 、 差 错 控 制 技 术 、 流 量 控 制 技 术 。	10.0
帧 中 继 有 哪 些 组 成 部 分 ？	帧 中 继 的 五 大 组 成 部 分 ： 帧 定 界 开 始 、 帧 中 继 帧 头 、 数 据 区 域 、 帧 校 验 序 列 、 帧 定 界 结 束 。	帧 中 继 的 组 成 ： 帧 定 界 开 始 、 帧 中 继 帧 头 、 数 据 区 域 、 帧 校 验 序 列 、 帧 定 界 结 束 。	10.0
帧 中 继 有 哪 些 组 成 部 分 ？	帧 中 继 的 五 大 组 成 部 分 ： 帧 定 界 开 始 、 帧 中 继 帧 头 、 数 据 区 域 、 帧 校 验 序 列 、 帧 定 界 结 束 。	数 据 区 域 、 帧 校 验 序 列 、 帧 中 继 帧 头 、 帧 定 界 开 始 、 帧 定 界 结 束 。	10.0
传 统 的 P D H 的 弱 点 是 什 么 ？	传 统 的 P D H 的 弱 点 如 下 ： P D H 帧 结 构 的 标 准 复 杂 ； P D H 没 有 世 界 性 的 标 准 光 接 口 规 范 ； P D H 复 用 结 构 缺 乏 灵 活 性 ； P D H 的 网 络 管 理 维 护 主 要 靠 人 工 的 数 字 信 号 交 叉 连 接 和 停 业 测 试 ； 数 字 通 道 设 备 的 利 用 率 很 低 。	传 统 的 P D H 的 弱 点 ： P D H 帧 结 构 的 标 准 复 杂 ； P D H 没 有 世 界 性 的 标 准 光 接 口 规 范 ； P D H 复 用 结 构 缺 乏 灵 活 性 ； P D H 的 网 络 管 理 维 护 主 要 靠 人 工 的 数 字 信 号 交 叉 连 接 和 停 业 测 试 ； 数 字 通 道 设 备 的 利 用 率 很 低 。	10.0
传 统 的 P D H 的 弱 点 是 什 么 ？	传 统 的 P D H 的 弱 点 如 下 ： P D H 帧 结 构 的 标 准 复 杂 ； P D H 没 有 世 界 性 的 标 准 光 接 口 规 范 ； P D H 复 用 结 构 缺 乏 灵 活 性 ； P D H 的 网 络 管 理 维 护 主 要 靠 人 工 的 数 字 信 号 交 叉 连 接 和 停 业 测 试 ； 数 字 通 道 设 备 的 利 用 率 很 低 。	P D H 数 字 信 号 速 率 多 样 ； P D H 系 统 较 为 脆 弱 ； P D H 硬 件 数 量 很 大 ； P D H 采 用 建 立 在 点 对 点 传 输 基 础 上 的 复 用 结 构 缺 乏 灵 活 性 ； 数 字 通 道 设 备 的 利 用 率 很 低 。	2.0
S D H 的 特 点 是 什 么 ？	S D H 的 特 点 如 下 ： 具 有 全 世 界 统 一 的 网 络 节 点 接 口 ； 具 有 一 套 标 准 化 的 信 息 结 构 等 级 ； 具 有 强 大 的 网 络 管 理 功 能 ； 所 有 网 络 单 元 都 具 有 标 准 的 光 接 口 ； 具 有 一 套 特 殊 的 复 用 结 构 。	S D H 的 特 点 ： 具 有 全 世 界 统 一 的 网 络 节 点 接 口 ； 具 有 一 套 标 准 化 的 信 息 结 构 等 级 ； 具 有 强 大 的 网 络 管 理 功 能 ； 所 有 网 络 单 元 都 具 有 标 准 的 光 接 口 ； 具 有 一 套 特 殊 的 复 用 结 构 。	10.0
S D H 的 特 点 是 什 么 ？	S D H 的 特 点 如 下 ： 具 有 全 世 界 统 一 的 网 络 节 点 接 口 ； 具 有 一 套 标 准 化 的 信 息 结 构 等 级 ； 具 有 强 大 的 网 络 管 理 功 能 ； 所 有 网 络 单 元 都 具 有 标 准 的 光 接 口 ； 具 有 一 套 特 殊 的 复 用 结 构 。	简 化 了 信 息 互 通 ； 具 有 一 套 标 准 化 的 信 息 结 构 等 级 ； 在 帧 结 构 中 具 有 丰 富 的 用 于 维 护 管 理 的 比 特 ； 采 用 软 件 进 行 网 络 配 置 和 控 制 ； 允 许 宽 带 综 合 业 务 数 字 网 的 信 息 进 入 其 帧 结 构 。	2.0
S D H 组 网 的 网 络 单 元 是 什 么 ？	S D H 组 网 的 网 络 单 元 如 下 ： 终 端 复 用 器 、 分 插 复 用 器 、 数 字 交 叉 连 接 设 备 。	网 络 单 元 ： 终 端 复 用 器 、 分 插 复 用 器 、 数 字 交 叉 连 接 设 备 。	10.0
S D H 组 网 的 网 络 单 元 是 什 么 ？	S D H 组 网 的 网 络 单 元 如 下 ： 终 端 复 用 器 、 分 插 复 用 器 、 数 字 交 叉 连 接 设 备 。	光 电 发 射 端 机 、 光 电 接 收 端 机 、 数 字 交 叉 连 接 设 备 。	3.0
S D H 的 优 点 是 什 么 ？	S D H 的 优 点 如 下 ： 实 现 了 数 字 传 输 体 系 上 的 统 一 标 准 ； S D H 的 复 用 结 构 使 得 各 种 不 同 等 级 的 码 流 在 S T M 帧 结 构 内 的 排 列 具 有 一 定 规 律 ； 网 络 维 护 管 理 能 力 大 大 提 高 ； S D H 信 号 结 构 的 设 计 考 虑 了 网 络 传 输 和 交 换 应 用 的 最 佳 化 ； S D H 能 容 纳 各 种 新 的 业 务 信 号 。	S D H 的 优 点 ： 实 现 了 数 字 传 输 体 系 上 的 统 一 标 准 ； S D H 的 复 用 结 构 使 得 各 种 不 同 等 级 的 码 流 在 S T M 帧 结 构 内 的 排 列 具 有 一 定 规 律 ； 网 络 维 护 管 理 能 力 大 大 提 高 ； S D H 信 号 结 构 的 设 计 考 虑 了 网 络 传 输 和 交 换 应 用 的 最 佳 化 ； S D H 能 容 纳 各 种 新 的 业 务 信 号 。	10.0
S D H 的 优 点 是 什 么 ？	S D H 的 优 点 如 下 ： 实 现 了 数 字 传 输 体 系 上 的 统 一 标 准 ； S D H 的 复 用 结 构 使 得 各 种 不 同 等 级 的 码 流 在 S T M 帧 结 构 内 的 排 列 具 有 一 定 规 律 ； 网 络 维 护 管 理 能 力 大 大 提 高 ； S D H 信 号 结 构 的 设 计 考 虑 了 网 络 传 输 和 交 换 应 用 的 最 佳 化 ； S D H 能 容 纳 各 种 新 的 业 务 信 号 。	它 使 三 个 地 区 性 数 字 传 输 体 系 获 得 了 统 一 ； 避 免 了 对 全 部 高 速 信 号 进 行 解 复 用 ； 在 帧 结 构 中 安 排 了 丰 富 的 维 护 管 理 比 特 ； 减 少 了 传 输 和 复 用 分 开 的 需 要 ； S D H 能 容 纳 各 种 新 的 业 务 信 号 。	2.0
S D H 的 缺 点 是 什 么 ？	S D H 的 缺 点 如 下 ： 频 带 利 用 率 不 如 P D H 高 ； S D H 采 用 的 指 针 调 整 技 术 增 加 了 设 备 的 复 杂 性 ； 从 P D H 到 S D H 的 过 渡 时 期 会 形 成 多 个 S D H 同 步 岛 经 由 P D H 互 连 的 局 面 ； 由 于 大 规 模 的 采 用 软 件 控 制 和 将 业 务 量 集 中 在 少 数 几 个 高 速 链 路 和 交 叉 连 接 上 使 得 软 件 几 乎 可 以 控 制 网 络 中 所 有 的 设 备 。	S D H 的 缺 点 ： 频 带 利 用 率 不 如 P D H 高 ； S D H 采 用 的 指 针 调 整 技 术 增 加 了 设 备 的 复 杂 性 ； 从 P D H 到 S D H 的 过 渡 时 期 会 形 成 多 个 S D H 同 步 岛 经 由 P D H 互 连 的 局 面 ； 由 于 大 规 模 的 采 用 软 件 控 制 和 将 业 务 量 集 中 在 少 数 几 个 高 速 链 路 和 交 叉 连 接 上 使 得 软 件 几 乎 可 以 控 制 网 络 中 所 有 的 设 备 。	10.0
S D H 的 缺 点 是 什 么 ？	S D H 的 缺 点 如 下 ： 频 带 利 用 率 不 如 P D H 高 ； S D H 采 用 的 指 针 调 整 技 术 增 加 了 设 备 的 复 杂 性 ； 从 P D H 到 S D H 的 过 渡 时 期 会 形 成 多 个 S D H 同 步 岛 经 由 P D H 互 连 的 局 面 ； 由 于 大 规 模 的 采 用 软 件 控 制 和 将 业 务 量 集 中 在 少 数 几 个 高 速 链 路 和 交 叉 连 接 上 使 得 软 件 几 乎 可 以 控 制 网 络 中 所 有 的 设 备 。	带 宽 占 用 率 较 P D H 高 ； S D H 采 用 的 虚 拟 电 路 技 术 增 加 了 系 统 的 灵 活 性 ； 从 P D H 到 S D H 的 过 渡 时 期 会 形 成 多 个 S D H 同 步 岛 经 由 P D H 互 连 的 局 面 ； 由 于 大 规 模 的 采 用 多 路 复 用 技 术 和 将 业 务 量 集 中 在 中 间 节 点 使 得 系 统 可 以 支 持 完 全 的 业 务 综 合 。	2.5
